[32T3J 893]
}, jcount 0
Grade of hand 99A88 is 3
Ranked Hand: {3 [9 9 14 8 8] 573}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 88A8Q is 4
Ranked Hand: {4 [8 8 14 8 12] 20}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 8Q47T is 1
Ranked Hand: {1 [8 12 4 7 10] 855}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 39548 is 1
Ranked Hand: {1 [3 9 5 4 8] 184}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 7J478 is 5
Ranked Hand: {5 [7 1 4 7 8] 92}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 75755 is 5
Ranked Hand: {5 [7 5 7 5 5] 710}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 986T5 is 1
Ranked Hand: {1 [9 8 6 10 5] 407}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 8837K is 2
Ranked Hand: {2 [8 8 3 7 13] 999}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand 64J7A is 2
Ranked Hand: {2 [6 4 1 7 14] 345}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 444K4 is 6
Ranked Hand: {6 [4 4 4 13 4] 364}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 39475 is 1
Ranked Hand: {1 [3 9 4 7 5] 775}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand J332A is 5
Ranked Hand: {5 [1 3 3 2 14] 413}
Inverser counts: {
	"1": 1,
	"2": 1
}, jcount 2
Grade of hand 77JTJ is 6
Ranked Hand: {6 [7 7 1 10 1] 921}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 47272 is 3
Ranked Hand: {3 [4 7 2 7 2] 154}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand K2T3A is 1
Ranked Hand: {1 [13 2 10 3 14] 318}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 222A2 is 6
Ranked Hand: {6 [2 2 2 14 2] 211}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand 7J695 is 2
Ranked Hand: {2 [7 1 6 9 5] 935}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 344QQ is 3
Ranked Hand: {3 [3 4 4 12 12] 683}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 36Q26 is 2
Ranked Hand: {2 [3 6 12 2 6] 728}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand 7QJ56 is 2
Ranked Hand: {2 [7 12 1 5 6] 543}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand 25QTJ is 2
Ranked Hand: {2 [2 5 12 10 1] 555}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 8Q88Q is 5
Ranked Hand: {5 [8 12 8 8 12] 928}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand T5KTT is 4
Ranked Hand: {4 [10 5 13 10 10] 559}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand A8T96 is 1
Ranked Hand: {1 [14 8 10 9 6] 365}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 44446 is 6
Ranked Hand: {6 [4 4 4 4 6] 319}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand A6A3J is 5
Ranked Hand: {5 [14 6 14 3 1] 880}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 43KK3 is 3
Ranked Hand: {3 [4 3 13 13 3] 948}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 9J244 is 5
Ranked Hand: {5 [9 1 2 4 4] 882}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 6A66A is 5
Ranked Hand: {5 [6 14 6 6 14] 804}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 88868 is 6
Ranked Hand: {6 [8 8 8 6 8] 117}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand J86T7 is 2
Ranked Hand: {2 [1 8 6 10 7] 140}
Inverser counts: {
	"1": 1,
	"3": 1
}, jcount 1
Grade of hand 969J9 is 6
Ranked Hand: {6 [9 6 9 1 9] 18}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand J2387 is 2
Ranked Hand: {2 [1 2 3 8 7] 742}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 79Q9Q is 3
Ranked Hand: {3 [7 9 12 9 12] 766}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 83888 is 6
Ranked Hand: {6 [8 3 8 8 8] 194}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 43556 is 2
Ranked Hand: {2 [4 3 5 5 6] 16}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 8AA88 is 5
Ranked Hand: {5 [8 14 14 8 8] 233}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand Q2895 is 1
Ranked Hand: {1 [12 2 8 9 5] 65}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand QQ879 is 2
Ranked Hand: {2 [12 12 8 7 9] 90}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand TTT99 is 5
Ranked Hand: {5 [10 10 10 9 9] 729}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 64633 is 3
Ranked Hand: {3 [6 4 6 3 3] 548}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand A8K7A is 2
Ranked Hand: {2 [14 8 13 7 14] 884}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 68A9A is 2
Ranked Hand: {2 [6 8 14 9 14] 429}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 85A33 is 2
Ranked Hand: {2 [8 5 14 3 3] 635}
Inverser counts: {
	"1": 1,
	"3": 1
}, jcount 1
Grade of hand J2A22 is 6
Ranked Hand: {6 [1 2 14 2 2] 876}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 49AAA is 4
Ranked Hand: {4 [4 9 14 14 14] 906}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 25222 is 6
Ranked Hand: {6 [2 5 2 2 2] 625}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand TA33K is 2
Ranked Hand: {2 [10 14 3 3 13] 454}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 99499 is 6
Ranked Hand: {6 [9 9 4 9 9] 759}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 78T4K is 1
Ranked Hand: {1 [7 8 10 4 13] 753}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 76QQJ is 5
Ranked Hand: {5 [7 6 12 12 1] 89}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 34TTT is 4
Ranked Hand: {4 [3 4 10 10 10] 445}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand 6K4J5 is 2
Ranked Hand: {2 [6 13 4 1 5] 100}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 4TQ82 is 1
Ranked Hand: {1 [4 10 12 8 2] 114}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand T7T75 is 3
Ranked Hand: {3 [10 7 10 7 5] 28}
Inverser counts: {
	"3": 1
}, jcount 2
Grade of hand TJJTT is 7
Ranked Hand: {7 [10 1 1 10 10] 490}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 4KKK6 is 4
Ranked Hand: {4 [4 13 13 13 6] 716}
Inverser counts: {
	"1": 1,
	"3": 1
}, jcount 1
Grade of hand KKK5J is 6
Ranked Hand: {6 [13 13 13 5 1] 119}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand 642TJ is 2
Ranked Hand: {2 [6 4 2 10 1] 781}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 227AJ is 5
Ranked Hand: {5 [2 2 7 14 1] 189}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 89388 is 4
Ranked Hand: {4 [8 9 3 8 8] 590}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand 865J3 is 2
Ranked Hand: {2 [8 6 5 1 3] 553}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 29962 is 3
Ranked Hand: {3 [2 9 9 6 2] 997}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 43Q7Q is 2
Ranked Hand: {2 [4 3 12 7 12] 736}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand AJ792 is 2
Ranked Hand: {2 [14 1 7 9 2] 351}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 4Q4J6 is 5
Ranked Hand: {5 [4 12 4 1 6] 572}
Inverser counts: {
	"2": 2
}, jcount 1
Grade of hand A6JA6 is 5
Ranked Hand: {5 [14 6 1 14 6] 652}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 74477 is 5
Ranked Hand: {5 [7 4 4 7 7] 799}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand KA889 is 2
Ranked Hand: {2 [13 14 8 8 9] 593}
Inverser counts: {
	"1": 3
}, jcount 2
Grade of hand JJ56K is 4
Ranked Hand: {4 [1 1 5 6 13] 556}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand AA787 is 3
Ranked Hand: {3 [14 14 7 8 7] 867}
Inverser counts: {
	"2": 1
}, jcount 3
Grade of hand JAAJJ is 7
Ranked Hand: {7 [1 14 14 1 1] 35}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand J4625 is 2
Ranked Hand: {2 [1 4 6 2 5] 640}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 52829 is 2
Ranked Hand: {2 [5 2 8 2 9] 295}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 97772 is 4
Ranked Hand: {4 [9 7 7 7 2] 192}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand Q79Q7 is 3
Ranked Hand: {3 [12 7 9 12 7] 474}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 8A2AJ is 5
Ranked Hand: {5 [8 14 2 14 1] 748}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 525TJ is 5
Ranked Hand: {5 [5 2 5 10 1] 278}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 69639 is 3
Ranked Hand: {3 [6 9 6 3 9] 360}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand T222T is 5
Ranked Hand: {5 [10 2 2 2 10] 58}
Inverser counts: {
	"4": 1
}, jcount 1
Grade of hand 777J7 is 7
Ranked Hand: {7 [7 7 7 1 7] 832}
Inverser counts: {
	"4": 1
}, jcount 1
Grade of hand QQJQQ is 7
Ranked Hand: {7 [12 12 1 12 12] 245}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 66A63 is 4
Ranked Hand: {4 [6 6 14 6 3] 725}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand T7222 is 4
Ranked Hand: {4 [10 7 2 2 2] 594}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 955TT is 3
Ranked Hand: {3 [9 5 5 10 10] 430}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 3373Q is 4
Ranked Hand: {4 [3 3 7 3 12] 703}
Inverser counts: {
	"1": 1,
	"3": 1
}, jcount 1
Grade of hand 33KJ3 is 6
Ranked Hand: {6 [3 3 13 1 3] 173}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 9Q8TQ is 2
Ranked Hand: {2 [9 12 8 10 12] 122}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 9KKK7 is 4
Ranked Hand: {4 [9 13 13 13 7] 27}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 88828 is 6
Ranked Hand: {6 [8 8 8 2 8] 632}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand AQTAT is 3
Ranked Hand: {3 [14 12 10 14 10] 524}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 955J3 is 5
Ranked Hand: {5 [9 5 5 1 3] 420}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 77472 is 4
Ranked Hand: {4 [7 7 4 7 2] 76}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand T535K is 2
Ranked Hand: {2 [10 5 3 5 13] 585}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 6K677 is 3
Ranked Hand: {3 [6 13 6 7 7] 107}
Inverser counts: {
	"2": 2
}, jcount 1
Grade of hand TAJAT is 5
Ranked Hand: {5 [10 14 1 14 10] 85}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand J64T5 is 2
Ranked Hand: {2 [1 6 4 10 5] 646}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 83QJ8 is 5
Ranked Hand: {5 [8 3 12 1 8] 609}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 88KKK is 5
Ranked Hand: {5 [8 8 13 13 13] 195}
Inverser counts: {
	"2": 2
}, jcount 1
Grade of hand TT8J8 is 5
Ranked Hand: {5 [10 10 8 1 8] 897}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand QTQTA is 3
Ranked Hand: {3 [12 10 12 10 14] 243}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 78267 is 2
Ranked Hand: {2 [7 8 2 6 7] 202}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 3AKJK is 5
Ranked Hand: {5 [3 14 13 1 13] 32}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand T8664 is 2
Ranked Hand: {2 [10 8 6 6 4] 246}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 84KK8 is 3
Ranked Hand: {3 [8 4 13 13 8] 821}
Inverser counts: {
	"1": 1,
	"3": 1
}, jcount 1
Grade of hand JQQQT is 6
Ranked Hand: {6 [1 12 12 12 10] 178}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 85Q88 is 4
Ranked Hand: {4 [8 5 12 8 8] 288}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand A93K8 is 1
Ranked Hand: {1 [14 9 3 13 8] 23}
Inverser counts: {
	"1": 1,
	"2": 1
}, jcount 2
Grade of hand J2J24 is 6
Ranked Hand: {6 [1 2 1 2 4] 582}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 62622 is 5
Ranked Hand: {5 [6 2 6 2 2] 498}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 97A34 is 1
Ranked Hand: {1 [9 7 14 3 4] 953}
Inverser counts: {
	"1": 3
}, jcount 2
Grade of hand 6JK2J is 4
Ranked Hand: {4 [6 1 13 2 1] 149}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 53322 is 3
Ranked Hand: {3 [5 3 3 2 2] 788}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 79A83 is 1
Ranked Hand: {1 [7 9 14 8 3] 898}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 73429 is 1
Ranked Hand: {1 [7 3 4 2 9] 491}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 33QTQ is 3
Ranked Hand: {3 [3 3 12 10 12] 201}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand A9999 is 6
Ranked Hand: {6 [14 9 9 9 9] 160}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 2T26K is 2
Ranked Hand: {2 [2 10 2 6 13] 866}
Inverser counts: {
	"1": 3
}, jcount 2
Grade of hand JTJ39 is 4
Ranked Hand: {4 [1 10 1 3 9] 770}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand Q422T is 2
Ranked Hand: {2 [12 4 2 2 10] 881}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 35333 is 6
Ranked Hand: {6 [3 5 3 3 3] 833}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand J4262 is 5
Ranked Hand: {5 [1 4 2 6 2] 795}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 6QJ8Q is 5
Ranked Hand: {5 [6 12 1 8 12] 289}
Inverser counts: {
	"1": 1,
	"2": 1
}, jcount 2
Grade of hand J69J9 is 6
Ranked Hand: {6 [1 6 9 1 9] 908}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 3433K is 4
Ranked Hand: {4 [3 4 3 3 13] 565}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 226Q2 is 4
Ranked Hand: {4 [2 2 6 12 2] 606}
Inverser counts: {
	"1": 1,
	"3": 1
}, jcount 1
Grade of hand JAKKK is 6
Ranked Hand: {6 [1 14 13 13 13] 786}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 6Q22Q is 3
Ranked Hand: {3 [6 12 2 2 12] 258}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 4454Q is 4
Ranked Hand: {4 [4 4 5 4 12] 421}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand QAQ33 is 3
Ranked Hand: {3 [12 14 12 3 3] 287}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand KK68K is 4
Ranked Hand: {4 [13 13 6 8 13] 648}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 3T4K2 is 1
Ranked Hand: {1 [3 10 4 13 2] 3}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 78526 is 1
Ranked Hand: {1 [7 8 5 2 6] 489}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand K66KK is 5
Ranked Hand: {5 [13 6 6 13 13] 980}
Inverser counts: {
	"3": 1
}, jcount 2
Grade of hand J99J9 is 7
Ranked Hand: {7 [1 9 9 1 9] 56}
Inverser counts: {
	"1": 1,
	"3": 1
}, jcount 1
Grade of hand AA3JA is 6
Ranked Hand: {6 [14 14 3 1 14] 705}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand A486T is 1
Ranked Hand: {1 [14 4 8 6 10] 33}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand K4999 is 4
Ranked Hand: {4 [13 4 9 9 9] 144}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 6QA29 is 1
Ranked Hand: {1 [6 12 14 2 9] 950}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 69999 is 6
Ranked Hand: {6 [6 9 9 9 9] 892}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand KAKAK is 5
Ranked Hand: {5 [13 14 13 14 13] 480}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand A5A23 is 2
Ranked Hand: {2 [14 5 14 2 3] 675}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand T5T6T is 4
Ranked Hand: {4 [10 5 10 6 10] 458}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand TT5A5 is 3
Ranked Hand: {3 [10 10 5 14 5] 774}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand T7857 is 2
Ranked Hand: {2 [10 7 8 5 7] 465}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand A79QQ is 2
Ranked Hand: {2 [14 7 9 12 12] 532}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 6T66T is 5
Ranked Hand: {5 [6 10 6 6 10] 388}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 5556T is 4
Ranked Hand: {4 [5 5 5 6 10] 717}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 4949A is 3
Ranked Hand: {3 [4 9 4 9 14] 695}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 27227 is 5
Ranked Hand: {5 [2 7 2 2 7] 650}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand QA8J5 is 2
Ranked Hand: {2 [12 14 8 1 5] 545}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 44949 is 5
Ranked Hand: {5 [4 4 9 4 9] 341}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand 76JA2 is 2
Ranked Hand: {2 [7 6 1 14 2] 104}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand J568K is 2
Ranked Hand: {2 [1 5 6 8 13] 511}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand TK7A2 is 1
Ranked Hand: {1 [10 13 7 14 2] 239}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 63AK2 is 1
Ranked Hand: {1 [6 3 14 13 2] 432}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 67876 is 3
Ranked Hand: {3 [6 7 8 7 6] 419}
Inverser counts: {
	"1": 1,
	"2": 1
}, jcount 2
Grade of hand J2J99 is 6
Ranked Hand: {6 [1 2 1 9 9] 519}
Inverser counts: {
	"3": 1
}, jcount 2
Grade of hand JAAJA is 7
Ranked Hand: {7 [1 14 14 1 14] 680}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand 8TA7T is 2
Ranked Hand: {2 [8 10 14 7 10] 281}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 85249 is 1
Ranked Hand: {1 [8 5 2 4 9] 162}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 89Q99 is 4
Ranked Hand: {4 [8 9 12 9 9] 367}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 6K664 is 4
Ranked Hand: {4 [6 13 6 6 4] 526}
Inverser counts: {
	"1": 1,
	"3": 1
}, jcount 1
Grade of hand 66J96 is 6
Ranked Hand: {6 [6 6 1 9 6] 273}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand QJ995 is 5
Ranked Hand: {5 [12 1 9 9 5] 422}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand K2KK2 is 5
Ranked Hand: {5 [13 2 13 13 2] 521}
Inverser counts: {
	"3": 1
}, jcount 2
Grade of hand KJKKJ is 7
Ranked Hand: {7 [13 1 13 13 1] 322}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand 22A8A is 3
Ranked Hand: {3 [2 2 14 8 14] 584}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 96A47 is 1
Ranked Hand: {1 [9 6 14 4 7] 925}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand 9QJ52 is 2
Ranked Hand: {2 [9 12 1 5 2] 50}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 29J52 is 5
Ranked Hand: {5 [2 9 1 5 2] 515}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 4Q6J6 is 5
Ranked Hand: {5 [4 12 6 1 6] 124}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 2522Q is 4
Ranked Hand: {4 [2 5 2 2 12] 993}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 7J922 is 5
Ranked Hand: {5 [7 1 9 2 2] 596}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand TT9T2 is 4
Ranked Hand: {4 [10 10 9 10 2] 875}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 49484 is 4
Ranked Hand: {4 [4 9 4 8 4] 677}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand A5KKA is 3
Ranked Hand: {3 [14 5 13 13 14] 500}
Inverser counts: {
	"2": 2
}, jcount 1
Grade of hand J9Q9Q is 5
Ranked Hand: {5 [1 9 12 9 12] 701}
Inverser counts: {
	"1": 3,
	"2": 1
}, jcount 0
Grade of hand TK228 is 2
Ranked Hand: {2 [10 13 2 2 8] 577}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand 42224 is 5
Ranked Hand: {5 [4 2 2 2 4] 911}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 66K96 is 4
Ranked Hand: {4 [6 6 13 9 6] 126}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 4T7K2 is 1
Ranked Hand: {1 [4 10 7 13 2] 241}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand 3Q267 is 1
Ranked Hand: {1 [3 12 2 6 7] 706}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 8J22K is 5
Ranked Hand: {5 [8 1 2 2 13] 111}
Inverser counts: {
	"2": 1,
	"3": 1
}, jcount 0
Grade of hand TTT55 is 5
Ranked Hand: {5 [10 10 10 5 5] 481}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand 6555K is 4
Ranked Hand: {4 [6 5 5 5 13] 901}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand 55557 is 6
Ranked Hand: {6 [5 5 5 5 7] 152}
Inverser counts: {
	"1": 3
}, jcount 2
Grade of hand 859JJ is 4
Ranked Hand: {4 [8 5 9 1 1] 933}
Inverser counts: {
	"1": 1,
	"2": 2
}, jcount 0
Grade of hand Q44AA is 3
Ranked Hand: {3 [12 4 4 14 14] 408}
Inverser counts: {
	"1": 2,
	"2": 1
}, jcount 1
Grade of hand 27J88 is 5
Ranked Hand: {5 [2 7 1 8 8] 974}
Inverser counts: {
	"4": 1
}, jcount 1
Grade of hand 44J44 is 7
Ranked Hand: {7 [4 4 1 4 4] 947}
Inverser counts: {
	"1": 5
}, jcount 0
Grade of hand A42K8 is 1
Ranked Hand: {1 [14 4 2 13 8] 777}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand QQQ6Q is 6
Ranked Hand: {6 [12 12 12 6 12] 49}
Inverser counts: {
	"1": 4
}, jcount 1
Grade of hand AJ529 is 2
Ranked Hand: {2 [14 1 5 2 9] 418}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand TATTT is 6
Ranked Hand: {6 [10 14 10 10 10] 93}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand A5AAA is 6
Ranked Hand: {6 [14 5 14 14 14] 562}
Inverser counts: {
	"1": 1,
	"4": 1
}, jcount 0
Grade of hand TTTT6 is 6
Ranked Hand: {6 [10 10 10 10 6] 504}
Inverser counts: {
	"1": 2,
	"3": 1
}, jcount 0
Grade of hand AAA78 is 4
Ranked Hand: {4 [14 14 14 7 8] 496}
